brand;model;network_technology;2G_bands;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;status;dimentions;weight_g;weight_oz;SIM;display_type;display_resolution;display_size;OS;CPU;Chipset;GPU;memory_card;internal_memory;RAM;primary_camera;secondary_camera;loud_speaker;audio_jack;WLAN;bluetooth;GPS;NFC;radio;USB;sensors;battery;colors;approx_price_EUR;img_url
Acer;Liquid Jade S;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100 ;LTE band 3(1800)| 8(900)| 28(700) - Taiwan;HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps;Yes;Yes;2014  December;Available. Released 2014  December;143 x 69 x 7.8 mm (5.63 x 2.72 x 0.31 in);116;4.09;Dual SIM (Nano-SIM| dual stand-by);IPS LCD capacitive touchscreen  16M colors;5.0 inches (~69.8% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.4 (KitKat)| upgradable to 5.1 (Lollipop);Octa-core 1.5 GHz Cortex-A53;Mediatek MT6752M;Mali-T760MP2;microSD  up to 32 GB (uses SIM 2 slot);16 GB;2 GB RAM;13 MP| f/1.8| autofocus| LED flash| ;5 MP| f/2.2;Yes;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 2300 mAh battery;Black| White| Red| Pink;200;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-s-s56.jpg
Acer;Liquid Z500;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  September;Available. Released 2014  Septeber;145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in);150;5.29;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);IPS LCD capacitive touchscreen  16M colors;5.0 inches (~65.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mediatek MT6582;Mali-400MP2;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2000 mAh battery;Aquamarine Green| Sandy Silver| Titanium Black;150;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg
Acer;Liquid X1;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;LTE band 3(1800)| 7(2600);HSPA  LTE;Yes;Yes;2014  June;Available. Released 2014  September;153.3 x 80.4 x 8.5 mm (6.04 x 3.17 x 0.33 in);164;5.78;Micro-SIM;IPS LCD capacitive touchscreen  16M colors;5.7 inches (~72.7% screen-to-body ratio);720 x 1280 pixels (~258 ppi pixel density);Android 4.4.2 (KitKat);Octa-core 1.7 GHz Cortex-A7;Mediatek MT6592;Mali-450MP4;microSD  up to 32 GB (dedicated slot);16 GB;2 GB RAM;13 MP| autofocus| LED flash;2 MP;Yes;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2700 mAh battery;Graphite black| Wine red;260;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-x1.jpg
Acer;Liquid Jade;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  June;Available. Released 2014  July;140.5 x 69 x 7.5 mm (5.53 x 2.72 x 0.30 in);110;3.88;Dual SIM (Micro-SIM| dual stand-by);IPS LCD capacitive touchscreen  16M colors;5.0 inches (~71.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mediatek MT6582;Mali-400MP2;microSD  up to 32 GB (uses SIM 2 slot);8 GB;1 GB RAM - Liquid Jade;13 MP| autofocus| LED flash;2 MP;Yes;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 2100 mAh battery;Black| White| Green| Pink| Gray;180;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-jade.jpg
Acer;Liquid E700;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 & SIM 3;HSDPA 850 / 900 / 1900 / 2100 ;;HSPA;Yes;Yes;2014  June;Available. Released 2014  August;147.3 x 73 x 9.9 mm (5.80 x 2.87 x 0.39 in);155;5.47;Triple SIM (Micro-SIM);IPS LCD capacitive touchscreen  16M colors;5.0 inches (~64.1% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz Cortex-A7;Mediatek MT6582;Mali-400MP2;microSD  up to 32 GB (dedicated slot);16 GB;2 GB RAM or 4 GB| 1 GB RAM;8 MP| autofocus| LED flash;2 MP| LED flash;Yes with stereo speakers;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 3500 mAh battery;Titan Black| Burgundy Red;200;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e700.jpg
Acer;Liquid E600;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 20(800);HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps;Yes;Yes;2014  June;Available. Released 2014  September;147 x 72 x 9.5 mm (5.79 x 2.83 x 0.37 in);155;5.47;Micro-SIM;IPS LCD capacitive touchscreen  16M colors;5.0 inches (~65.1% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.2 GHz Cortex-A7;Qualcomm MSM8926 Snapdragon 400;Adreno 305;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP or VGA;Yes with stereo speakers;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP;Yes with A-GPS;;To be confirmed;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2500 mAh battery;Black| Green| Dark red;200;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e600-1.jpg
Acer;Liquid Z200;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  June;Available. Released 2014  September;126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in);130;4.59;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by);TFT capacitive touchscreen;4.0 inches (~55.6% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.4.2 (KitKat);Dual-core 1.0 GHz Cortex-A7;Mediatek MT6572M;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;2 MP;No;Yes;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1300 mAh battery;Titanium Black| Essential White| Fragrant Pink| Sky Blue| Sunshine Yellow;90;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z200.jpg
Acer;Iconia Tab 8 A1-840FHD;No cellular connectivity; N/A;;;;No;No;2014  June;Available. Released 2014  September;215 x 130 x 8.5 mm (8.46 x 5.12 x 0.33 in);360;12.70;No;IPS LCD capacitive touchscreen  16M colors;8.0 inches (~66.4% screen-to-body ratio);1200 x 1920 pixels (~283 ppi pixel density);Android 4.4.2 (KitKat);Quad-core 1.86 GHz;Intel Atom Z3745;Intel Gen 7 (Ivy Bridge);microSD  up to 32 GB (dedicated slot);16/32 GB;2 GB RAM;5 MP;2 MP;Yes;Yes;Wi-Fi 802.11 a/b/g/n| dual-band;4.0| A2DP;Yes GLONASS;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion 4600 mAh battery;Silver;200;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-8-2014-1.jpg
Acer;Iconia Tab 7 A1-713;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 N/A; HSDPA;;HSPA;Yes;Yes;2014  April;Available. Released 2014  August;8.9 mm thickness;298;10.51;Yes;TFT capacitive touchscreen;7.0 inches (~64.5% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.2.2 (Jelly Bean)| planned upgrade to 4.4.2 (KitKat);Quad-core;;;microSD  up to 32 GB (dedicated slot);16 GB;1 GB RAM;2 MP;Yes;Yes;Yes;Wi-Fi 802.11 b/g/n;Yes;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion battery;Black;110;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-7.jpg
Acer;Iconia Tab 7 A1-713HD;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 N/A; HSDPA;;HSPA;Yes;Yes;2014  April;Available. Released 2014  August;8.9 mm thickness;298;10.51;Yes;IPS LCD capacitive touchscreen;7.0 inches (~66.4% screen-to-body ratio);800 x 1280 pixels (~216 ppi pixel density);Android 4.4.2 (KitKat);Quad-core;;;microSD  up to 32 GB (dedicated slot);16 GB;1 GB RAM;5 MP;Yes;Yes;Yes;Wi-Fi 802.11 b/g/n;Yes;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-7.jpg
Acer;Iconia One 7 B1-730;No cellular connectivity; N/A;;;;No;No;2014  April;Available. Released 2014  June;8.9 mm thickness;;;No;IPS LCD capacitive touchscreen;7.0 inches (~66.4% screen-to-body ratio);800 x 1280 pixels (~216 ppi pixel density);Android 4.2.2 (Jelly Bean)| planned upgrade to 4.4.2 (KitKat);Dual-core 1.6 GHz;Intel Atom Z2560;PowerVR SGX544MP2;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;5 MP;Yes;Yes with stereo speakers;Yes;Wi-Fi 802.11 b/g/n;Yes;No;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion 3700 mAh battery;Red| white| black| blue| pink;90;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-one-7.jpg
Acer;Liquid E3 Duo Plus;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2; HSDPA;;HSPA;Yes;Yes;2014  Q3;Available. Released 2014  Q3;138 x 69 x 8.9 mm (5.43 x 2.72 x 0.35 in);;;Dual SIM;IPS LCD capacitive touchscreen  16M colors;4.7 inches (~64.0% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;Mediatek MT6589;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);16 GB;2 GB RAM;13 MP| autofocus| LED flash;2 MP| LED flash;Yes;Yes;Yes;4.0| A2DP;Yes with A-GPS GLONASS;;To be confirmed;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion battery;Black;240;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-plus.jpg
Acer;Liquid E3;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only); HSDPA;;HSPA;Yes;Yes;2014  February;Available. Released 2014  April;136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in);134;4.73;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);IPS LCD capacitive touchscreen  16M colors;4.7 inches (~65.8% screen-to-body ratio);720 x 1280 pixels (~312 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;Mediatek MT6589;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;13 MP| autofocus| LED flash;2 MP| LED flash;Yes;Yes;Yes;Yes;Yes with A-GPS GLONASS;;To be confirmed;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion battery;Black/White;200;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-new.jpg
Acer;Liquid Z4;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only); HSDPA;;HSPA;Yes;Yes;2014  February;Available. Released 2014  April;124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in);122;4.30;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);TFT capacitive touchscreen;4.0 inches (~57.4% screen-to-body ratio);480 x 800 pixels (~233 ppi pixel density);Android 4.2.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mediatek MT6572;Mali-400;microSD (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;1.3 MP;Yes;Yes;Yes;4.0| A2DP;No;;No;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1630 mAh battery;Black/White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z4.jpg
Acer;Iconia B1-721;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 ; HSDPA;;HSPA;Yes;Yes;2014  January;Available. Released 2014  January;199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in);323;11.39;Yes;TFT capacitive touchscreen;7.0 inches (~56.7% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mediatek MT8312;Mali-400;microSD  up to 32 GB (dedicated slot);16 GB;1 GB RAM;VGA;No;Yes;Yes;Wi-Fi 802.11 b/g/n;Yes;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 2955 mAh battery;Black/Red;130;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-721.jpg
Acer;Iconia B1-720;No cellular connectivity; N/A;;;;No;No;2014  January;Available. Released 2014  January;198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in);315;11.11;No;TFT capacitive touchscreen;7.0 inches (~57.1% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz;Mediatek MT8111;PowerVR SGX531;microSD  up to 32 GB (dedicated slot);8/16 GB;1 GB RAM;VGA;No;Yes;Yes;Wi-Fi 802.11 b/g/n;4.0| A2DP;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Po 2955 mAh battery;Various;100;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-b1-720.jpg
Acer;Iconia A1-830;No cellular connectivity; N/A;;;;No;No;2014  January;Available. Released 2014  March;203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in);380;13.40;No;LED-backlit IPS LCD capacitive touchscreen  16M colors;7.9 inches (~68.8% screen-to-body ratio);768 x 1024 pixels (~162 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.6 GHz;Intel Atom Z2560;PowerVR SGX544MP2;microSD  up to 32 GB (dedicated slot);16 GB;1 GB RAM;5 MP| autofocus;2 MP;Yes;Yes;Wi-Fi 802.11 b/g/n;3.0;Yes;;No;microUSB 2.0;Accelerometer;Non-removable Li-Ion 4000 mAh battery;White;130;http://cdn2.gsmarena.com/vv/bigpic/Acer-Iconia-A1-830.jpg
Acer;Liquid Z5;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2014  January;Available. Released 2014  January;145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in);150;5.29;Dual SIM;TFT capacitive touchscreen  16M colors;5.0 inches (~64.4% screen-to-body ratio);480 x 854 pixels (~196 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.3 GHz Cortex-A7;Mediatek MT6572;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| LED flash;VGA;Yes;Yes;Wi-Fi 802.11 b/g/n| hotspot;3.0| A2DP| EDR;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| proximity;Non-removable Li-Ion 2000 mAh battery;Essential White| Gentle Grey;170;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg
Acer;Liquid S2;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;LTE band 3(1800)| 7(2600)| 20(800);HSPA 42.2/5.76 Mbps  LTE-A Cat4 150/50 Mbps;Yes;Yes;2013  August;Available. Released 2013  December;166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in);229;8.08;Nano-SIM;IPS LCD capacitive touchscreen  16M colors;6.0 inches (~69.0% screen-to-body ratio);1080 x 1920 pixels (~368 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 2.2 GHz Krait 400;Qualcomm MSM8974 Snapdragon 800;Adreno 330;microSD  up to 64 GB (dedicated slot);16 GB;2 GB RAM;13 MP| autofocus| quad-LED (ring) flash;2 MP| 1080p@30fps;Yes with stereo speakers;Yes;Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| DLNA| hotspot;4.0| A2DP;Yes with A-GPS GLONASS;Yes;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| gyro| proximity| compass;Non-removable Li-Po 3300 mAh battery;Black| Red;340;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-s2.jpg
Acer;Liquid Z3;GSM / HSPA;GSM 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2013  August;Available. Released 2013  September;109 x 60 x 10.4 mm (4.29 x 2.36 x 0.41 in);120;4.23;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);TFT capacitive touchscreen  16M colors;3.5 inches (~55.8% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.2 (Jelly Bean);Dual-core 1.0 GHz Cortex-A7;Mediatek MT6572;Mali-400;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;3.15 MP;No;Yes;Yes;Wi-Fi 802.11 a/b/g/n| hotspot;3.0| A2DP| EDR;Yes with A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1500 mAh battery;Rock Black| Classic White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z3.jpg
Acer;Liquid S1;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100 ;;HSPA 42.2/5.76 Mbps;Yes;Yes;2013  June;Available. Released 2013  August;163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in);195;6.88;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by);TFT capacitive touchscreen  16M colors;5.7 inches (~66.2% screen-to-body ratio);720 x 1280 pixels (~258 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.5 GHz Cortex-A7;Mediatek MT6589;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash;2 MP;Yes with stereo speakers;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP| LE;Yes with A-GPS;;FM radio;microUSB 2.0;Accelerometer| gyro| proximity| compass;Removable Li-Po 2400 mAh battery;White| Black;320;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-s1.jpg
Acer;Iconia Tab A3;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 ;HSDPA 850 / 900 / 1900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Up to 236.8 kbps;2013  September;Available. Released 2013  November;260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in);560;1.23;Micro-SIM;LED-backlit IPS LCD capacitive touchscreen  16M colors;10.1 inches (~65.0% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 4.2.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;Mediatek MT8125T - Wi-Fi;PowerVR SGX544;microSD  up to 32 GB (dedicated slot);16/32 GB;1 GB RAM;5 MP;VGA;Yes with stereo speakers;Yes;Wi-Fi 802.11 b/g/n| hotspot;4.0| A2DP;Yes with A-GPS;;No;microUSB 2.0| USB Host;Accelerometer| gyro;Non-removable Li-Po 7300 mAh battery (27 Wh);Black/Silver| White;190;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-a3-a10.jpg
alcatel;Fire S;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 ;HSDPA 850 / 900 / 2100 - 6038Y;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - 6038X| 6038Y;HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps;Yes;Yes;2014  February;Cancelled;129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in);126;4.44;Micro-SIM;IPS LCD capacitive touchscreen  16M colors;4.5 inches (~67.9% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Firefox 2.0| upgradable to 2.1;Quad-core 1.2 GHz;;;microSD  up to 32 GB (dedicated slot);4 GB;1 GB RAM;5 MP| autofocus| LED flash;2 MP;Yes;Yes;Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot;4.0| A2DP;Yes with A-GPS;Yes (6038Y model);FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 2000 mAh battery;Black;;http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-s.jpg
alcatel;Fire E;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;;HSPA 42.2/5.76 Mbps;Yes;Yes;2014  February;Available. Released 2014  Q3;129 x 63.5 x 8.2 mm (5.08 x 2.5 x 0.32 in);103;3.63;Yes;IPS LCD capacitive touchscreen  16M colors;4.5 inches (~68.1% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Firefox OS 1.3;Dual-core 1.2 GHz;;;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;5 MP| autofocus| LED flash;VGA;Yes;Yes;Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot;3.0| A2DP;Yes with A-GPS;;FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Removable Li-Ion 1700 mAh battery;Slate| Dark Chocolate| Mozilla Orange;70;http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-e.jpg
alcatel;Fire C;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  February;Available. Released 2014  Q2;112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in);100;3.53;Yes;TFT capacitive touchscreen  256K colors;3.5 inches (~52.4% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Firefox OS 1.3;Dual-core 1.2 GHz;;;microSD  up to 32 GB (dedicated slot);4 GB;512 MB RAM;VGA;No;Yes;Yes;Wi-Fi 802.11 b/g/n| hotspot;Yes;Yes with A-GPS;;Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity;Removable Li-Ion 1300 mAh battery;Mozilla Orange| White/Bluish Black| White;30;http://cdn2.gsmarena.com/vv/bigpic/alcatel-fire-c.jpg
alcatel;Idol 2 S;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 ;HSDPA 850 / 900 / 2100 ;LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 20(800) - 6050Y;HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps;Yes;Yes;2014  February;Available. Released 2014  June;136.5 x 69.7 x 7.5 mm (5.37 x 2.74 x 0.30 in);126;4.44;Micro-SIM;IPS LCD capacitive touchscreen  16M colors;5.0 inches (~72.4% screen-to-body ratio);720 x 1280 pixels (~294 ppi pixel density);Android 4.3 (Jelly Bean)| upgradable to 4.4 (KitKat);Quad-core 1.2 GHz;;;microSD  up to 32 GB (dedicated slot);8 GB;1 GB RAM;8 MP| autofocus| LED flash;1.3 MP| 720p;Yes;Yes;Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot;4.0| A2DP;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 2150 mAh battery;Slate| Chocolate| White;280;http://cdn2.gsmarena.com/vv/bigpic/alcatel-2s-new.jpg
alcatel;Idol 2;GSM / HSPA;GSM 850 / 900 / 1800 / 1900 ;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2014  February;Available. Released 2014  Q2;136 x 70 x 7.3 mm (5.35 x 2.76 x 0.29 in);128;4.52;Single SIM or Dual SIM (dual stand-by);IPS LCD capacitive touchscreen  16M colors;5.0 inches (~72.4% screen-to-body ratio);540 x 960 pixels (~220 ppi pixel density);Android 4.2 (Jelly Bean)| upgradable to 4.4 (KitKat);Quad-core 1.3 GHz;;;microSD  up to 32 GB (dedicated slot) - single-SIM model;8 GB;1 GB RAM (Single SIM)/ 16 GB| 1 GB RAM (Dual SIM);8 MP| autofocus| LED flash;2 MP;Yes;Yes;Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot;4.0| A2DP;Yes with A-GPS;Yes;No;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 2000 mAh battery;Slate| Chocolate| White| Hot pink;200;http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol2-new.jpg
alcatel;Idol 2 Mini S;GSM / HSPA / LTE;GSM 850 / 900 / 1800 / 1900 ;HSDPA 850 / 900 / 1900 / 2100 - 6036A| 6036X;LTE band 1(2100)| 2(1900)| 4(1700/2100)| 7(2600)| 17(700) - 6036A;HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps;Yes;Yes;2014  February;Available. Released 2014  June;129.5 x 63.5 x 8.5 mm (5.10 x 2.5 x 0.33 in);116;4.09;Micro-SIM;IPS LCD capacitive touchscreen  16M colors;4.5 inches (~67.9% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.3 (Jelly Bean)| upgradable to 4.4 (KitKat);Quad-core 1.2 GHz;;;microSD  up to 32 GB (dedicated slot); 4 GB;1 GB RAM (6036A| 6036X)/ 8 GB| 1 GB RAM (6036Y);8 MP| autofocus| LED flash;2 MP;Yes;Yes;Wi-Fi 802.11 b/g/n| Wi-Fi Direct| DLNA| hotspot;4.0| A2DP;Yes with A-GPS;Yes (6036Y only);Stereo FM radio| RDS;microUSB 2.0;Accelerometer| proximity| compass;Non-removable Li-Ion 2000 mAh battery;Slate| Chocolate| White| Hot pink| Cloudy;200;http://cdn2.gsmarena.com/vv/bigpic/alcatel-idol2-mini-s-new.jpg
